lr,lc,rc,ld,rd,lnnz,rnnz,lr*lc,lc*rc,lr*rc,lr*lc*rc,ld*rd,lr*rc*ld*rd,lr*lc*rc*ld*rd,lnnz*rnnz,lr*lc+lc*rc,sp_right_sm_todense,only_sp_smdm,sp_smdm,bz_smsm,bz_right_sm_todense,bz_smdm
60641,8346,26013,0.00860544,0.07,4355582,15198445,506109786,217104498,1577454333,13200000000000.0,0.000602381,950228.2031,7930604583.0,66200000000000.0,723000000.0,4795,180726,185521,204435,1085,612053
57185,54797,7778,8.43e-05,0.05,264131,21313253,3133566445,426211066,444784930,24400000000000.0,4.21e-06,1874.5460870000002,102719502.0,5630000000000.0,3560000000.0,5855,18117,23972,8250,5508,28520
43659,47194,33980,2.09e-05,0.03,43023,48110586,2060442846,1603652120,1483532820,70000000000000.0,6.26e-07,929.2849583999999,43856674.33,2070000000000.0,3660000000.0,16138,45903,62041,4012,14776,58407
86717,41736,3127,0.00078778,0.13,2851196,16971095,3619220712,130508472,271164059,11300000000000.0,0.000102411,27770.290910000003,1159020861.0,48400000000000.0,3750000000.0,1149,25575,26724,44749,294,57095
132120,96192,6405,1.65e-05,0.05,209826,30806895,12708887040,616109760,846228600,81400000000000.0,8.259999999999999e-07,698.5617093,67196047.94,6460000000000.0,13300000000.0,7749,27659,35408,6377,7910,35291
104636,18989,7540,0.00034241,0.15,680376,21477432,1986933004,143177060,788955440,15000000000000.0,5.14e-05,40521.93483,769471020.5,14600000000000.0,2130000000.0,1269,23942,25211,63377,289,45176
26703,74691,22749,8.43e-05,0.01,168118,16992017,1994473773,1699145559,607466547,45400000000000.0,8.43e-07,512.0335525,38244298.07,2860000000000.0,3690000000.0,10468,38779,49247,3553,10506,56702
128996,668,6676,0.00370564,0.15,319550,669462,86169328,4459568,861177296,575000000000.0,0.000555846,478681.9553,319759546.1,214000000000.0,90600000.0,30,10414,10444,19749,22,20867
88155,79258,19942,0.00018467,0.005,1290299,7903096,6986988990,1580563036,1757987010,139000000000000.0,9.23e-07,1623.237306,128654542.4,10200000000000.0,8570000000.0,8508,71163,79671,14398,8690,198703
19752,5998,36986,0.00031941,0.13,37848,28844166,118472496,221842028,730547472,4380000000000.0,4.15e-05,30334.74184,181947781.6,1090000000000.0,340000000.0,6563,14359,20922,17687,433,21553
128372,79220,6917,0.00047003,0.03,4780060,16440271,10169629840,547964740,887949124,70300000000000.0,1.4099999999999999e-05,12520.8818,991904256.4,78600000000000.0,10700000000.0,6180,108521,114701,73866,2560,257517
130389,74520,2007,1.65e-05,0.2,160423,29926512,9716588280,149561640,261690723,19500000000000.0,3.302e-06,864.1027673000001,64392938.22,4800000000000.0,9870000000.0,1439,12886,14325,5409,772,11857
11997,68920,18790,0.00056263,0.005,465228,6475064,826833240,1295006800,225423630,15500000000000.0,2.81e-06,634.1504847,43705651.41,3010000000000.0,2120000000.0,6710,28937,35647,3141,6983,66304
35599,9585,38332,0.00108175,0.03,369118,11022608,341216415,367412220,1364580868,13100000000000.0,3.2500000000000004e-05,44284.06062,424462721.0,4070000000000.0,709000000.0,3683,33146,36829,32727,1764,92911
37622,36955,6996,0.00163948,0.15,2279445,38783402,1390321010,258537180,263203512,9730000000000.0,0.000245922,64727.53408,2392006022.0,88400000000000.0,1650000000.0,9338,23146,32484,48353,835,89328
70521,19135,12614,0.00370564,0.2,5000685,48278074,1349419335,241368890,889551894,17000000000000.0,0.0007411280000000001,659271.8161,12615166201.0,241000000000000.0,1590000000.0,11667,113380,125047,222126,1269,349495
38161,17898,18304,0.00056263,0.15,384302,49144312,683005578,327604992,698498944,12500000000000.0,8.44e-05,58949.46913,1055077598.0,18900000000000.0,1010000000.0,10708,33311,44019,62884,1089,46874
23746,25972,7874,0.00296184,0.23,1826750,47039032,616731112,204503528,186976004,4860000000000.0,0.000681223,127372.3918,3308115759.0,85900000000000.0,821000000.0,1579,18345,19924,38865,11419,76768
59727,21613,3717,0.00018467,0.2,238399,16068081,1290879651,80335521,222005259,4800000000000.0,3.6934e-05,8199.542236,177216706.3,3830000000000.0,1370000000.0,735,6688,7423,11422,400,11286
46335,1695,23114,0.00082282,0.13,64656,5095780,78537825,39178230,1070987190,1820000000000.0,0.00010696700000000001,114559.8584,194178959.9,329000000000.0,118000000.0,163,10664,10827,12660,92,18903
123079,89487,5142,0.00491597,0.15,54145161,69023104,11013970473,460142154,632872218,56600000000000.0,0.0007373960000000001,466677.1256,41761535941.0,3740000000000000.0,11500000000.0,3114,915382,918496,501432,900,1908941
113168,68505,1672,0.00019487,0.25,1510772,28650228,7752573840,114540360,189216896,13000000000000.0,4.8700000000000005e-05,9218.174131,631491018.8,43300000000000.0,7870000000.0,1178,6627,7805,26317,251,20307
97366,33288,5958,0.00056263,0.13,1823595,25785518,3241119408,198329904,580106628,19300000000000.0,7.31e-05,42430.10097,1412413201.0,47000000000000.0,3440000000.0,1965,32623,34588,76241,1549,73181
32378,42098,3830,0.00015297,0.27,208509,43537357,1363049044,161235340,124007740,5220000000000.0,4.13e-05,5121.755277,215615653.6,9080000000000.0,1520000000.0,1640,3763,5403,11394,9651,7860
