lr,lc,rc,ld,rd,lnnz,rnnz,lr*lc,lc*rc,lr*rc,lr*lc*rc,ld*rd,lr*rc*ld*rd,lr*lc*rc*ld*rd,lnnz*rnnz,lr*lc+lc*rc,sp_right_sm_todense,only_sp_smdm,sp_smdm,bz_smsm,bz_right_sm_todense,bz_smdm
8213,29864,12338,0.00860544,0.1,2110867,36848979,245273032,368462032,101331994,3030000000000.0,0.000860544,87200.63944,2604159896.0,77800000000000.0,614000000.0,8753,31597,40350,26626,8717,137046
94363,5230,18546,0.00082282,0.05,406121,4850452,493518490,96995580,1750056198,9150000000000.0,4.1141000000000005e-05,71999.06204,376555094.5,1970000000000.0,591000000.0,883,27563,28446,29114,224,63263
132886,46334,10865,0.00041097,0.13,2530438,65450372,6157139924,503418910,1443806390,66900000000000.0,5.3400000000000004e-05,77136.94457,3574063190.0,166000000000000.0,6660000000.0,15425,99769,115194,208418,2551,213491
38113,47946,17579,0.00163948,0.01,2996014,8428636,1827365898,842842734,669988427,32100000000000.0,1.64e-05,10984.32626,526654507.0,25300000000000.0,2670000000.0,5736,86396,92132,34443,5661,286049
88155,79258,19942,0.00018467,0.005,1290299,7903096,6986988990,1580563036,1757987010,139000000000000.0,9.23e-07,1623.237306,128654542.4,10200000000000.0,8570000000.0,8508,71163,79671,14398,8690,198703
106348,17623,17965,0.00491597,0.13,9213441,41159621,1874170804,316597195,1910541820,33700000000000.0,0.000639076,1220981.615,21517359005.0,379000000000000.0,2190000000.0,20738,450878,471616,412629,1615,1040685
35009,9682,18090,0.00041097,0.15,139309,26274117,338957138,175147380,633312810,6130000000000.0,6.159999999999999e-05,39040.88483,377993846.9,3660000000000.0,514000000.0,1630,18428,20058,28340,382,27161
109046,21660,1643,0.00163948,0.03,3872500,1067990,2361936360,35587380,179162578,3880000000000.0,4.92e-05,8812.003901,190868004.5,4140000000000.0,2400000000.0,90,17736,17826,13104,360,43850
147051,82507,5608,1.65e-05,0.1,200313,46271228,12132736857,462699256,824662008,68000000000000.0,1.651e-06,1361.516975,112334681.1,9270000000000.0,12600000000.0,10604,27321,37925,10300,10416,29439
124279,58082,2980,0.00182521,0.13,13175139,22507337,7218372878,173084360,370351420,21500000000000.0,0.000237277,87875.98499,5104012960.0,297000000000000.0,7390000000.0,1586,140587,142173,101269,351,284444
50986,17220,39483,0.01084252,0.005,9520181,3399679,877978920,679897260,2013080238,34700000000000.0,5.42e-05,109134.3137,1879292882.0,32400000000000.0,1560000000.0,5186,571466,576652,107916,2985,1939672
97210,14396,17648,0.00296184,0.03,4145168,7622660,1399435160,254060608,1715562080,24700000000000.0,8.89e-05,152436.6117,2194477462.0,31600000000000.0,1650000000.0,3364,178064,181428,132980,1211,452727
19520,28939,5171,0.00013363,0.15,75487,22446812,564889280,149643569,100937920,2920000000000.0,2e-05,2023.250137,58550835.73,1690000000000.0,715000000.0,1420,3042,4462,3942,5323,4895
55938,9379,9133,0.00018467,0.15,96888,12849645,524642502,85658407,510881754,4790000000000.0,2.7699999999999996e-05,14151.680030000001,132728607.0,1240000000000.0,610000000.0,777,7758,8535,13500,390,13397
52172,6086,36193,0.00056263,0.13,178653,28636974,317518792,220270598,1888261196,11500000000000.0,7.31e-05,138111.0116,840543616.4,5120000000000.0,538000000.0,6732,28872,35604,67004,1121,58368
77302,26516,16055,0.02533638,0.005,51934008,2128684,2049739832,425714380,1241083610,32900000000000.0,0.000126682,157222.8298,4168920554.0,111000000000000.0,2480000000.0,11231,1309572,1320803,156279,1864,1631246
32149,36429,16534,2.09e-05,0.1,24454,60236341,1171155921,602317086,531551566,19400000000000.0,2.088e-06,1109.87967,40431806.49,1470000000000.0,1770000000.0,13952,30421,44373,3922,13230,13334
95597,13088,12262,0.00056263,0.23,703966,36915078,1251173536,160485056,1172210414,15300000000000.0,0.000129405,151689.7714,1985315728.0,26000000000000.0,1410000000.0,1536,36852,38388,114984,583,63940
142464,94820,844,0.00160539,0.3,21686349,24010189,13508436480,80028080,120239616,11400000000000.0,0.000481617,57909.443139999996,5490973398.0,521000000000000.0,13600000000.0,808,69522,70330,70138,439,138342
2931,62754,8260,0.02533638,0.07,4661285,36287038,183931974,518348040,24210060,1520000000000.0,0.001773547,42937.6696,2694510518.0,169000000000000.0,702000000.0,9691,51134,60825,24041,9962,200444
21438,64521,24446,0.00013363,0.01,184842,15773406,1383201198,1577280366,524073348,33800000000000.0,1.34e-06,700.3192149,45185296.07,2920000000000.0,2960000000.0,9764,38282,48046,3664,9815,58203
99329,63754,3157,0.00031941,0.15,2022723,30194512,6332621066,201271378,313581653,20000000000000.0,4.79e-05,15024.16737,957850766.4,61100000000000.0,6530000000.0,7386,14775,22161,47175,487,46165
11367,36617,26881,0.00041097,0.01,171068,9843198,416225439,984301577,305556327,11200000000000.0,4.11e-06,1255.744837,45981608.7,1680000000000.0,1400000000.0,6027,20275,26302,3148,5890,45305
73949,38630,8852,0.00047003,0.15,1342750,51297811,2856649870,341952760,654596548,25300000000000.0,7.049999999999999e-05,46152.00232,1782851850.0,68900000000000.0,3200000000.0,11968,44968,56936,89912,1360,75818
69350,66165,24872,0.01084252,0.005,49752332,8228563,4588542750,1645655880,1724873200,114000000000000.0,5.42e-05,93509.86084,6187079943.0,409000000000000.0,6230000000.0,16882,1990662,2007544,224541,7067,6599776
60641,8346,26013,0.00860544,0.07,4355582,15198445,506109786,217104498,1577454333,13200000000000.0,0.000602381,950228.2031,7930604583.0,66200000000000.0,723000000.0,4795,180726,185521,204435,1085,612053
122335,65522,2027,0.00041097,0.25,3294205,33216643,8015633870,132813094,247973045,16200000000000.0,0.00010274299999999999,25477.370580000003,1669328275.0,109000000000000.0,8150000000.0,1439,31856,33295,50312,437,47826
63788,71216,18054,0.00182521,0.03,8291531,38574127,4542726208,1285733664,1151628552,82000000000000.0,5.479999999999999e-05,63058.91847999999,4490803939.0,320000000000000.0,5830000000.0,14737,267031,281768,166723,6009,819427
52392,2000,17644,0.02533638,0.2,2655227,7058675,104784000,35288000,924404448,1850000000000.0,0.005067276,4684212.473999999,9368424947.0,18700000000000.0,140000000.0,179,65572,65751,137324,85,248432
57221,61539,20390,0.00182521,0.005,6427228,6274107,3521323119,1254780210,1166736190,71800000000000.0,9.13e-06,10647.692809999999,655248367.6,40300000000000.0,4780000000.0,7954,214583,222537,48037,5831,705863
60940,91826,10362,0.00860544,0.001,48156018,951548,5595876440,951501012,631460280,58000000000000.0,8.61e-06,5433.993552,498981891.9,45800000000000.0,6550000000.0,11803,766855,778658,28478,11396,2651189
35502,24051,4006,0.00370564,0.005,3164192,481860,853858602,96348306,142221012,3420000000000.0,1.85e-05,2635.0993550000003,63376774.58,1520000000000.0,950000000.0,1289,18176,19465,3600,1304,68167
77232,67089,4255,0.00860544,0.13,44588813,37115150,5181417648,285463695,328622160,22000000000000.0,0.001118707,367631.9765,24664061670.0,1650000000000000.0,5470000000.0,1804,341898,343702,233931,1462,1014439
32293,98352,2386,0.00031941,0.13,1014481,30511506,3176081136,234667872,77051098,7580000000000.0,4.15e-05,3199.415858,314668948.4,31000000000000.0,3410000000.0,7476,6072,13548,10224,7133,10125
94279,87168,2025,0.00108175,0.13,8889986,22954618,8218111872,176515200,190914975,16600000000000.0,0.00014062799999999998,26847.89565,2340277368.0,204000000000000.0,8390000000.0,1059,51892,52951,44575,1404,115508
28048,74855,22865,0.00041097,0.03,862884,51349575,2099533040,1711559575,641317520,48000000000000.0,1.23e-05,7906.867836,591868591.9,44300000000000.0,3810000000.0,17632,48293,65925,61197,15618,133965
19408,1386,21340,0.00108175,0.17,29119,5031535,26899488,29577240,414166720,574000000000.0,0.000183898,76164.22439,105563615.0,147000000000.0,56500000.0,107,4702,4809,5411,137,7749
84372,12935,8310,0.00296184,0.3,3232427,32249286,1091351820,107489850,701131320,9070000000000.0,0.0008885519999999999,622991.6366,8058396820.0,104000000000000.0,1200000000.0,1166,58082,59248,149046,320,158336
18148,18364,19419,0.00056263,0.17,187516,60629063,333269872,356610516,352416012,6470000000000.0,9.559999999999999e-05,33707.56954,619005807.1,11400000000000.0,690000000.0,2642,34713,37355,40646,696,25709
43685,44183,21364,0.00296184,0.03,5716843,28319082,1930134355,943925612,933286340,41200000000000.0,8.89e-05,82927.3444,3663978858.0,162000000000000.0,2870000000.0,10545,204657,215202,127256,4484,672265
45728,52231,6071,0.00491597,0.2,11741599,63419426,2388419168,317094401,277614688,14500000000000.0,0.000983194,272949.0956,14256404210.0,745000000000000.0,2710000000.0,6194,138506,144700,122161,15763,369161
98800,40382,2182,0.00370564,0.23,14784635,20269144,3989741600,88113524,215581600,8710000000000.0,0.000852297,183739.5941,7419772287.0,300000000000000.0,4080000000.0,355,79983,80338,78570,215,200090
74690,89120,1325,0.00952101,0.3,63375803,35445931,6656372800,118084000,98964250,8820000000000.0,0.0028563029999999997,282671.8842,25191718317.0,2250000000000000.0,6770000000.0,1300,137558,138858,203002,642,447124
38901,3854,43891,0.00108175,0.3,162196,50751830,149924454,169155914,1707403791,6580000000000.0,0.000324525,554095.2153,2135482960.0,8230000000000.0,319000000.0,1889,38007,39896,130032,640,28175
22717,23456,9074,0.00078778,0.27,419776,57471245,532849952,212839744,206134058,4840000000000.0,0.00021270099999999998,43844.83782,1028424516.0,24100000000000.0,746000000.0,1782,30435,32217,34994,450,23537
129536,95059,1952,0.00078778,0.17,9700462,31551020,12313562624,185555168,252854272,24000000000000.0,0.00013392299999999998,33862.90153,3218973556.0,306000000000000.0,12500000000.0,1824,81077,82901,72505,711,141395
6114,42664,21141,0.00370564,0.07,966637,63139837,260847696,901959624,129256074,5510000000000.0,0.000259395,33528.353460000006,1430453672.0,61000000000000.0,1160000000.0,15371,32353,47724,23173,14397,116566
37196,29105,16987,0.00078778,0.005,852870,2472196,1082589580,494406635,631848452,18400000000000.0,3.94e-06,2488.787868,72436170.89,2110000000000.0,1580000000.0,2917,27259,30176,4593,2667,88159
2739,78424,15866,0.00018467,0.05,39677,62217421,214803336,1244275184,43456974,3410000000000.0,9.23e-06,401.2599694,31468411.84,2470000000000.0,1460000000.0,17247,11033,28280,3192,15765,16014
93688,68661,1699,0.00491597,0.03,31623603,3500534,6432711768,116655039,159175912,10900000000000.0,0.000147479,23475.12024,1611825231.0,111000000000000.0,6550000000.0,267,132079,132346,32200,557,340475
11199,26434,11001,0.02533638,0.13,7500968,37806953,296034366,290800434,123200199,3260000000000.0,0.0032937290000000004,405788.1175,10726603099.0,284000000000000.0,587000000.0,10390,101110,111500,78366,1501,438272
22290,3628,41455,0.00056263,0.27,45499,40608411,80868120,150398740,924031950,3350000000000.0,0.00015191,140369.7859,509261583.3,1850000000000.0,231000000.0,1561,23056,24617,44552,534,19101
147025,66880,218,0.00370564,0.2,36438004,2922724,9833032000,14579840,32051450,2140000000000.0,0.0007411280000000001,23754.22704,1588682704.0,106000000000000.0,9850000000.0,63,29148,29211,19855,45,58924
117913,8575,11004,0.00019487,0.15,197035,14154596,1011103975,94359300,1297514652,11100000000000.0,2.9199999999999998e-05,37927.00204,325224042.5,2790000000000.0,1110000000.0,847,18374,19221,26809,697,32273
