lr,lc,rc,ld,rd,lnnz,rnnz,lr*lc,lc*rc,lr*rc,lr*lc*rc,ld*rd,lr*rc*ld*rd,lr*lc*rc*ld*rd,sp_smdm,bz_smsm,bz_smdm
147751,75258,10129,0.00031941,0.005,3551712,3811632,11119444758,762288282,1496569879,112628855953782,1.59705e-06,2390.09692525695,179873914.40098757,128220,14374,294244
32314,2144,8760,0.00296184,0.15,205221,2817707,69281216,18781440,283070640,606903452160,0.00044427599999999996,125761.49165663999,269632638.11183614,4814,14211,12748
139897,49460,2960,0.00182521,0.05,12629356,7321594,6919305620,146401600,414095120,20481144635200,9.126050000000001e-05,37790.52769876,1869119499.98067,142512,70782,275669
83826,30839,11021,0.02533638,0.17,65497623,57781073,2585110014,339876619,923846346,28490497464294,0.0043071846,3979176.7542574718,122713831924.54617,1372056,1055493,3917770
113894,7882,5236,0.02533638,0.13,22745018,5365824,897712508,41270152,596348984,4700422691888,0.0032937293999999997,1964212.1812609294,15481920412.698647,285441,162839,301817
142464,94820,844,0.00160539,0.3,21686349,24010189,13508436480,80028080,120239616,11401120389120,0.00048161699999999994,57909.443139072,5490973398.446807,69522,70138,138342
119561,1522,6054,0.01084252,0.17,1973556,1566962,181971842,9214188,723822294,1101657531468,0.0018432284,1334169.8088539497,2030606449.0757113,27729,71045,80668
71571,86576,17575,0.01084252,0.03,67184552,45649148,6196330896,1521573200,1257860325,108900515497200,0.00032527559999999997,409151.27193056996,35422680518.661026,1948960,455431,6344489
53559,66856,3035,0.01084252,0.0005,38825420,101458,3580740504,202907960,162551565,10867547429640,5.42126e-06,881.2342972719,58915800.17841014,186126,3125,604805
81724,58758,3114,2.088e-05,0.25,100265,45750072,4801938792,182972412,254488536,14953237398288,5.22e-06,1328.43015792,78055899.21906336,3911,6319,15494
59148,13274,9381,0.01084252,0.005,8513016,622645,785130552,124523394,554867388,7365309708312,5.4212599999999997e-05,30080.8037586888,399292589.09283507,132249,26554,424570
100118,11748,9226,0.00182521,0.25,2146861,27099502,1176186264,108387048,923688668,10851494471664,0.0004563025,421481.44843007,4951564056.156463,55592,152398,135648
112858,36186,11984,0.00031941,0.13,1304471,56380562,4083879588,433653024,1352490272,48941212982592,4.15233e-05,56159.859311337605,2032200669.0400624,60434,154425,121227
128860,43932,14497,0.00034241,0.005,1938426,3184489,5661077520,636882204,1868083420,82068640807440,1.7120500000000002e-06,3198.2522192110005,140505616.49437767,83227,11701,227207
4326,40343,6596,0.00370564,0.13,646812,34596220,174523818,266102428,28534296,1151159103528,0.00048173320000000004,13745.917721827202,554551558.6516747,7769,6827,25705
33442,7980,13858,0.00041097,0.23,109680,25436471,266867160,110586840,463439236,3698245103280,9.45231e-05,43805.713248351596,349569591.72184575,14760,25018,7927
127953,32276,13165,0.00370564,0.13,15304082,55241997,4129811028,424913540,1684501245,54368962183620,0.00048173320000000004,811480.1751578341,26191334133.394253,679207,399589,1404512
7814,59894,5017,0.00047003,0.07,219995,21037113,468011716,300488198,39202838,2348014779172,3.2902100000000005e-05,1289.8556961598003,77254617.06579508,5512,3822,8869
39260,76247,5278,0.00056263,0.15,1684267,60366717,2993457220,402431666,207214280,15799467207160,8.43945e-05,17487.74555346,1333388135.2146647,16575,29867,52737
84252,55455,8994,0.00013363,0.07,624351,34917097,4672194660,498762270,757762488,42021718772040,9.3541e-06,7088.186089000801,393075359.5655394,30762,36571,61989
104484,3891,5277,0.00491597,0.13,1998911,2669932,406547244,20532807,551362068,2145349806588,0.0006390761000000001,352362.32010537485,1371041787.5300136,25872,58553,70001
50720,6003,36444,0.00108175,0.17,329375,37192673,304472160,218773332,1848439680,11096183399040,0.0001838975,339923.43605280004,2040560386.6249585,43212,134107,85870
47679,20880,10732,0.01084252,0.05,10794459,11205034,995537520,224084160,511691028,10684108664640,0.000542126,277401.010245528,5792133093.926624,187032,83706,610004
14048,771,13751,0.00860544,0.15,93233,1590754,10831008,10602021,193174048,148937191008,0.001290816,249352.15194316802,192250509.14818254,3281,10364,8331
23231,3666,17528,0.01084252,0.15,923543,9640168,85164846,64257648,407192968,1492769420688,0.001626378,662249.6849099039,2427807344.879708,23470,51971,87796
131503,46495,3807,0.00019487,0.27,1191490,47802468,6114231985,177006465,500631921,23276881166895,5.2614900000000003e-05,26340.698460222902,1224710774.908064,30850,69208,38575
42661,98275,810,0.00082282,0.3,3449722,23882852,4192509775,79602750,34555410,3395932917750,0.000246846,8529.86473686,838272457.0149165,4908,11151,16124
124491,2989,8506,0.00019487,0.25,72515,6356963,372103599,25424434,1058920446,3165113213094,4.87175e-05,51587.956828005,154196402.95890695,10439,12515,16672
41526,6876,37572,2.483e-05,0.17,7090,43921099,285532776,258345072,1560214872,10728037459872,4.2211e-06,6585.822996199201,45284118.92186571,21326,3534,30719
73264,36226,14057,0.00860544,0.05,22839600,25462876,2654061664,509228882,1029872048,37308144810848,0.00043027200000000004,443125.10583705606,16052650084.053192,536907,254696,1729985
109787,84007,12567,0.00082185,0.005,7579868,5278713,9222876509,1055715969,1379693229,115903889088603,4.10925e-06,5669.50440126825,476278056.2373419,287485,39415,673062
92892,29227,5911,0.00015297,0.23,415318,39742536,2714954484,172760797,549084612,16048095954924,3.51831e-05,19318.4988124572,564621764.7916867,22950,49584,23075
12871,12566,48371,0.00078778,0.1,127428,60786423,161736986,607829986,622583141,7823379749806,7.8778e-05,49045.854681698,616310209.9302171,39145,47300,67548
136773,60533,4472,2.088e-05,0.13,172872,35191674,8279280009,270703576,611648856,37024940200248,2.7144000000000002e-06,1660.2596547264,100500497.67955318,21816,8839,20734
12971,33483,15175,0.00182521,0.13,792721,66058274,434307993,508104525,196834925,6590623793775,0.0002372773,46704.45954970251,1563805419.102689,19275,27075,69629
77879,63025,11611,0.00013363,0.05,655911,36592561,4908323975,731783275,904253069,56990549673725,6.6815e-06,6041.766880523501,380782357.6449936,37782,29292,75373
41815,28148,4767,0.02533638,0.3,29821998,40258047,1177008620,134181516,199332105,5610800091540,0.007600913999999999,1515106.1875439698,42647208966.98766,207516,247776,718715
115202,59641,6193,0.00160539,0.03,11030405,11082500,6870762482,369356713,713445986,42550632051026,4.81617e-05,34360.7715439362,2049310775.6518989,212349,97268,466523
50522,8252,10560,0.00296184,0.05,1234850,4357242,416907544,87141120,533512320,4402543664640,0.000148092,79008.90649344,651981496.3838669,22221,36522,73017
35557,50527,33258,0.02533638,0.005,45519939,8402353,1796588539,1680426966,1182554706,59750941630062,0.0001266819,149808.2770100214,7569362812.485351,2244357,174933,7688832
73339,16870,16588,0.00182521,0.23,2258237,64363645,1237228930,279839560,1216547332,20523153490840,0.00041979830000000003,510704.50184313563,8615584946.093699,84968,226839,212262
9299,41487,5783,0.00078778,0.25,303943,59988259,385787613,239919321,53776117,2231009765979,0.000196945,10590.937362564999,439386218.36073416,5219,7832,12612
86521,33964,16898,0.00370564,0.1,10889559,57393292,2938599244,573923672,1462031858,49656450025112,0.00037056400000000004,541776.373427912,18400892747.105602,421135,332223,1059022
7293,88117,3594,0.00015297,0.15,98310,47505746,642637281,316692498,26211042,2309638387914,2.29455e-05,601.425464211,52995807.62988068,3821,3486,5971
26691,23258,14148,0.00041097,0.03,255133,9872247,620779278,329054184,377624268,8782785225144,1.2329099999999999e-05,4655.7673625988,108283837.31932288,14114,7660,28946
98066,41967,4088,0.00082282,0.23,3386379,39465343,4115535822,171561096,400893808,16824310440336,0.00018924860000000003,75868.59191266881,3183977196.798972,48364,79696,90221
116613,13871,7347,0.00082185,0.07,1329414,7134207,1617538923,101910237,856755711,11884058467281,5.75295e-05,49288.72767597451,683683941.5934422,25648,48013,70933
146723,50138,9134,0.00031941,0.13,2349750,59535716,7356397774,457960492,1340167882,67193337267716,4.15233e-05,55648.1930146506,2790089101.3685517,86127,179105,172021
12390,12503,17078,0.00056263,0.15,87166,32030299,154912170,213526234,211596420,2645590039260,8.43945e-05,17857.574067690002,223273248.56832808,17567,12458,18269
48349,27792,27748,0.00082185,0.07,1104360,53983736,1343715408,771172416,1341588052,37285415141184,5.75295e-05,77180.889837534,2145011290.3647451,71581,126592,199104
88274,73012,4168,0.00015297,0.2,985914,60871976,6445061288,304314016,367926032,26863015448384,3.0594e-05,11256.329023008,821847094.6278601,10803,41958,32050
146067,6562,7358,2.483e-05,0.25,23801,12072634,958491654,48283196,1074760986,7052581590132,6.2075e-06,6671.578820595,43778900.220744394,10154,3023,11790
105587,27508,4739,0.00078778,0.07,2288163,9126957,2904487196,130360412,500376793,13764364821844,5.51446e-05,27593.0780992678,759030392.3546587,28367,46523,74781
81464,7120,25173,0.00491597,0.05,2851458,8961824,580023680,179231760,2050693272,14600936096640,0.00024579850000000004,504057.33021769207,3588888191.149967,128913,175920,404195
125857,42282,11878,0.00108175,0.13,5756540,65294101,5321485674,502225596,1494929446,63208606835772,0.0001406275,210228.190667365,8888868357.797527,242265,279746,490901
128261,9592,15190,0.00034241,0.27,421271,39342141,1230279512,145702480,1948284590,18687945787280,9.24507e-05,180120.27414471304,1727713669.5960872,40058,128722,66028
25669,4966,8747,0.00082185,0.2,104775,8688468,127472254,43437602,224526743,1114999805738,0.00016437,36905.46074691,183272518.06915507,4782,12479,9104
102238,46444,5011,0.00108175,0.2,5136538,46554403,4748341672,232730884,512314618,23793940118392,0.00021635000000000003,110839.26760430001,5147818944.614109,82738,110177,169766
40058,38153,33365,0.00108175,0.005,1653316,6365225,1528332874,1272974845,1336535170,50992826341010,5.4087500000000005e-06,7228.9846007375,275807449.47193784,88492,19656,315380
22717,23456,9074,0.00078778,0.27,419776,57471245,532849952,212839744,206134058,4835080464448,0.0002127006,43844.8378170348,1028424515.8363683,30435,34994,23537
130451,3348,5445,0.00056263,0.27,245799,4923828,436749948,18229860,710305695,2378103466860,0.00015191010000000003,107902.6091580195,361257935.4610494,8656,25765,15951
51667,59315,34324,0.00296184,0.01,9077075,20359700,3064628105,2035928060,1773418108,105190295076020,2.96184e-05,52525.8068899872,3115568235.6795907,506844,167222,1645889
35930,18510,43427,0.00108175,0.05,719456,40193270,665064300,803833770,1560332110,28881747356100,5.408750000000001e-05,84394.46299962502,1562141510.1230588,67415,113626,195502
102296,49130,19240,0.00082487,0.001,4145695,945278,5025802480,945261200,1968175040,96696439715200,8.248700000000001e-07,1623.4885452448,79761992.22787704,204505,5284,532528
10672,69703,3104,0.02533638,0.27,18847451,58433424,743870416,216358112,33125888,2308973771264,0.0068408226,226608.3232754688,15795279957.27,78802,98574,296070
64621,50363,25942,0.00296184,0.03,9639487,39196463,3254507423,1306516946,1676397982,84428431567466,8.885519999999999e-05,148956.6779702064,7501905172.613504,425480,230110,1347968
45392,20350,19204,0.00013363,0.13,123441,50807587,923727200,390801400,871707968,17739257148800,1.7371900000000002e-05,15143.223649299201,308164601.2632387,31389,20828,28563
80022,60627,9037,0.00019487,0.1,945424,54794058,4851493794,547886199,723158814,43842949416378,1.9487e-05,14092.195808418002,854367555.2769581,43397,76519,83184
44171,76085,461,0.00296184,0.3,9954267,10531483,3360750535,35075185,20362831,1549305996635,0.0008885519999999999,18093.434210712,1376638941.9220223,7240,11527,24159
90671,14282,15507,1.651e-05,0.2,21380,44297385,1294963222,221470974,1406035197,20080994683554,3.302e-06,4642.728220494,66307444.4450953,19951,5388,23697
78709,24244,14016,8.429e-05,0.05,160849,16991946,1908220996,339803904,1103185344,26745625479936,4.2145e-06,4649.374632288,112719438.58519028,21235,13283,35467
63788,71216,18054,0.00182521,0.03,8291531,38574127,4542726208,1285733664,1151628552,82014378959232,5.47563e-05,63058.918481877605,4490803938.605395,267031,166723,819427
97165,68569,4654,0.00296184,0.15,19733663,47874562,6662506885,319120126,452205910,31007307042790,0.00044427599999999996,200904.23287116,13775802343.742569,224517,190954,555238
89490,74614,2024,0.00952101,0.001,63574769,151024,6677206860,151018736,181127760,13514666684640,9.52101e-06,1724.5192142376,128673276.65112428,291891,20373,740885
58210,37778,9183,0.00108175,0.03,2378882,10408478,2199057380,346915374,534542430,20193943920540,3.24525e-05,17347.238209575,655343965.0813245,40075,43297,126355
114059,34686,11559,0.00015297,0.05,605203,20048095,3956250474,400935474,1318407981,45730299228966,7.6485e-06,10083.8434426785,349768193.65274644,33545,28881,72446
31683,32508,6174,0.00015297,0.17,157556,34122834,1029950964,200704392,195610842,6358917251736,2.6004900000000002e-05,5086.8403851258,165363007.23966953,4775,9600,9435
72822,57831,14154,0.00031941,0.07,1345182,57301813,4211369082,818539974,1030722588,59607717986628,2.2358700000000003e-05,23045.617128315604,1332751084.1476195,62342,104483,143247
2739,78424,15866,0.00018467,0.05,39677,62217421,214803336,1244275184,43456974,3408069728976,9.2335e-06,401.259969429,31468411.8424999,11033,3192,16014
84935,12015,13964,1.651e-05,0.23,16848,38591061,1020494025,167777460,1186032340,14250178565100,3.7973e-06,4503.720604682,54112203.065254234,22964,4176,18406
6103,20251,12405,0.00296184,0.27,366104,67833284,123591853,251213655,75707715,1533156936465,0.0007996968,60543.217420812005,1226060695.9888637,7851,14390,26794
65858,3776,26687,0.00078778,0.27,195927,27211303,248679808,100770112,1757552446,6636518036096,0.0002127006,373832.45979566756,1411591368.188441,29747,93396,47443
38914,15694,4996,0.01084252,0.3,6622177,23528295,610716316,78407224,194414344,3051138714736,0.003252756,632382.423932064,9924609761.189812,50011,73489,176390
44704,5811,14677,0.00108175,0.17,281051,14501473,259774944,85288047,656120608,3812716853088,0.0001838975,120658.93950968001,701149097.4907506,12487,43810,30158
66823,75696,25692,0.00163948,0.03,8293048,58345779,5058233808,1944781632,1716816516,129956142995136,4.9184399999999996e-05,84440.5902495504,6391814919.529966,387678,258484,1175183
74994,27738,25355,0.00082185,0.05,1709621,35165355,2080183572,703296990,1901472870,52743054468060,4.10925e-05,78136.273910475,2167343965.7287555,92243,148103,269087
135355,38202,11339,0.00056263,0.07,2909288,30324708,5170831710,433172478,1534790345,58632060759690,3.938410000000001e-05,60446.33642651451,2309170944.1657076,117395,155019,262164
66726,22607,1330,0.00163948,0.13,2473191,3910963,1508474682,30067310,88745580,2006271327060,0.00021313240000000002,18914.558454792,427601422.9874827,7157,13739,18964
36799,5092,43610,0.00047003,0.03,88077,6662024,187380508,222062120,1604804390,8171663953880,1.41009e-05,22629.186222951,115227816.24726649,21095,9040,39511
44946,23862,10346,0.00013363,0.05,143321,12345012,1072501452,246876252,465011316,11096100022392,6.6815e-06,3106.9731078540003,74138592.29961215,12664,5487,18527
129648,25185,11868,0.00082185,0.17,2683583,50813846,3265184880,298895580,1538662464,38751214155840,0.0001397145,214973.45682652798,5414106510.176107,114832,232249,243811
142307,8033,2625,0.00163948,0.27,1874270,5695502,1143152131,21086625,373555875,3000774343875,0.0004426596,165358.09420515,1328321570.7499702,15165,49099,36543
57597,63238,755,0.00078778,0.3,2869437,14330699,3642319086,47744690,43485735,2749950909930,0.000236334,10277.15769549,649906898.3473966,3797,9590,12643
126922,57792,10927,0.00108175,0.005,7934737,3157595,7335076224,631493184,1386876694,80150377899648,5.4087500000000005e-06,7501.2693186725,433513356.46472114,285741,35739,633867
124800,17746,12206,0.00082185,0.15,1820176,32491617,2214700800,216607676,1523308800,27032637964800,0.0001232775,187789.70059199998,3332516026.7056317,71700,180211,166687
136659,27940,12162,0.00296184,0.15,11309213,50973075,3818252460,339806280,1662046758,46437586418520,0.00044427599999999996,738407.4854572079,20631105143.674393,501174,394792,965549
78162,24539,11588,0.00082282,0.13,1578228,36970027,1918017318,284357932,905741256,22225984680984,0.00010696660000000001,96884.06263404961,2377438012.9769435,41478,119068,112382
149955,36504,9381,2.483e-05,0.2,135920,68490979,5473957320,342444024,1406727855,51351193618920,4.966e-06,6985.81052793,255010027.51155674,43214,20717,37097
12643,99596,2325,0.00041097,0.13,517516,30104139,1259192228,231560700,29394975,2927621930100,5.34261e-05,1570.4588738475,156411421.9997156,4775,4143,10349
36139,72013,4378,0.00041097,0.03,1069560,9458446,2602477807,315272914,158216542,11393647839046,1.2329099999999999e-05,1950.6675679721998,140473423.572382,10387,9574,30334
63775,44774,6798,8.429e-05,0.17,240692,51750197,2855461850,304373652,433542450,19411429656300,1.43293e-05,6212.359828785,278152198.9740196,8215,19747,12405
148354,99024,4604,0.00370564,0.13,54438984,59269117,14690606496,455906496,683021816,67635552307584,0.00048173320000000004,329034.28509149124,32582291046.89983,943274,466170,1866179
54699,76215,798,0.00491597,0.17,20494607,10346173,4168884285,60819570,43649802,3326769659430,0.0008357149000000001,36478.78991344981,2780230973.2535768,25478,24194,88026
113043,41077,3683,0.00047003,0.03,2182611,4539368,4643467311,151286591,416337369,17101890106413,1.41009e-05,5870.7316065321,241152042.2015191,21629,18262,60673
66980,36237,9185,0.00082487,0.13,2002126,43272073,2427154260,332836845,615211300,22293411878100,0.0001072331,65971.01485403,2390591665.2654853,48177,90976,109094
141073,28126,2326,0.00160539,0.005,6369983,327166,3967819198,65421076,328135798,9229147454548,8.02695e-06,2633.9296437561,74081905.16028406,52735,5104,114109
149793,78568,2030,0.00082487,0.17,9707925,27118251,11768936424,159493040,304079790,23890940940720,0.00014022790000000002,42640.470384141,3350176477.14119,86853,76822,151349
23140,8628,35039,0.00370564,0.2,739906,60468002,199651920,302316492,810802460,6995603624880,0.0007411280000000001,600908.40557488,5184637723.300065,46308,135775,145361
37092,15365,48284,1.651e-05,0.07,9409,51934231,569918580,741883660,1790950128,27517948716720,1.1557e-06,2069.8010629296,31802493.331913304,38043,3064,45723
53386,9774,22227,1.651e-05,0.27,8615,58664254,521794764,217246698,1186610622,11597932219428,4.4577000000000005e-06,5289.554169689401,51700102.454544194,20011,4190,32430
105119,8191,8952,0.00108175,0.15,931427,10999742,861029729,73325832,941025288,7707938134008,0.0001622625,152693.11579409998,1250709311.4694731,23168,78388,61382
100983,44691,9699,0.00082282,0.07,3713475,30343085,4513031253,433458009,979434117,43771890122847,5.7597400000000005e-05,56412.85861049581,2521147064.1616683,97746,135842,250694
143676,14415,5210,0.00082487,0.17,1708472,12770319,2071089540,75102150,748551960,10790376503400,0.00014022790000000002,104967.86939168401,1513111837.281125,26564,86582,68873
117913,8575,11004,0.00019487,0.15,197035,14154596,1011103975,94359300,1297514652,11126188140900,2.92305e-05,37927.002035286,325224042.4525775,18374,26809,32273
143129,14578,12341,0.00015297,0.23,319183,41380938,2086534562,179907098,1766354989,25749923029642,3.51831e-05,62145.8442134859,905962116.9441974,37084,81732,53149
74042,43256,5628,0.01084252,0.27,34726753,65739047,3202760752,243444768,416708376,18025137512256,0.0029274804000000002,1219905.6032558305,52768236774.434204,347495,468606,1085329
132476,27494,4938,0.00019487,0.2,709797,27158635,3642295144,135765372,654166488,17985653421072,3.8974e-05,25495.484703312002,700972856.4328603,21340,51941,31707
148584,39440,1374,0.00018467,0.15,1082204,8132810,5860152960,54190560,204154416,8051850167040,2.77005e-05,5655.179400408,223040275.55209154,6642,18269,12597
55773,16286,14336,0.00041097,0.1,373319,23350367,908319078,233476096,799561728,13021662302208,4.1097e-05,32859.588335616,535151255.63384223,19313,39790,46452
99970,39586,20225,0.00013363,0.005,528846,4003415,3957412420,800626850,2021893250,80038666194500,6.6815e-07,1350.9279749875002,53477834.81785518,42402,3823,103302
126823,88859,2657,0.00163948,0.15,18476023,35422494,11269364957,236098363,336968711,29942702690749,0.000245922,82868.01934654199,7363569331.114375,182056,114249,366042
61976,26432,5920,0.00047003,0.2,769992,31299575,1638149632,156477440,366897920,9697845821440,9.400600000000001e-05,34490.605867520004,911655694.2902888,20813,46613,29937
138522,71083,4335,0.00056263,0.2,5540010,61642556,9846559326,308144805,600492870,42684834678210,0.00011252600000000001,67571.06068962002,4803153707.000258,79770,141877,183202
112945,18830,13819,0.00163948,0.001,3486790,260221,2126754350,260211770,1560786955,29389618362650,1.63948e-06,2558.8789969834,48183691.51319743,121657,3001,332038
67946,1906,17897,0.02533638,0.2,3281547,6823200,129505076,34111682,1216029562,2317752345172,0.005067276,6161957.4148131125,11744690832.633791,87499,181142,314589
84008,18577,1006,0.02533638,0.2,39540932,3740510,1560616616,18688462,84512048,1569980315696,0.005067276,428245.872541248,7955523574.198765,73877,68760,85715
20418,11968,27891,0.00082185,0.2,200845,66765881,244362624,333799488,569478438,6815517945984,0.00016437,93605.17085406,1120266684.78139,37855,63946,38350
30333,14254,14880,0.00041097,0.25,177699,53028812,432366582,212099520,451355040,6433614740160,0.0001027425,46373.3451972,661005662.4408888,7381,43953,20434
49759,2614,21492,0.00082487,0.17,107315,9552833,130070026,56180088,1069420428,2795464998792,0.00014022790000000002,149962.58083554122,392002186.3041047,13002,26405,25545
86839,13389,21867,0.01084252,0.03,12607482,8784267,1162687371,292777263,1898908413,25424484741657,0.00032527559999999997,617668.5733836227,8269964529.033325,588059,253348,1588297
23962,71633,21505,0.00056263,0.03,965770,46214520,1716469946,1540467665,515302810,36912686188730,1.6878900000000002e-05,8697.744599709002,623045538.9109548,46116,47498,154104
27872,33660,4176,0.00860544,0.3,8073829,42171004,938171520,140564160,116393472,3917804267520,0.002581632,300485.111906304,10114328866.766193,47880,71722,177573
119534,14986,296,0.00952101,0.15,17056374,665588,1791336524,4435856,35382064,530235611104,0.0014281514999999999,50530.947774696,757256783.3515942,14152,10109,34260
13499,38946,34963,0.00082487,0.005,433667,6808399,525732054,1361668998,471965537,18381169804002,4.12435e-06,1946.55106252595,75810377.68113564,40469,7348,105920
139920,39416,1928,0.00019487,0.2,1074756,15202048,5515086720,75994048,269765760,10633087196160,3.8974e-05,10513.850730240001,414413940.38313985,9523,27114,18082
118113,63168,1877,0.00491597,0.27,36678218,32014833,7460961984,118566336,221698101,14004225643968,0.0013273119000000002,294262.527664702,18587975347.52389,204898,196682,485962
38901,3854,43891,0.00108175,0.3,162196,50751830,149924454,169155914,1707403791,6580334210514,0.000324525,554095.215274275,2135482959.6670556,38007,130032,28175
116768,68224,6487,0.00491597,0.07,39163128,30982527,7966380032,442569088,757474016,51677907267584,0.00034411790000000005,260660.36769048643,17783292925.315746,753570,223395,1713565
52392,2000,17644,0.02533638,0.2,2655227,7058675,104784000,35288000,924404448,1848808896000,0.005067276,4684212.473643648,9368424947.287296,65572,137324,248432
143170,72851,5332,0.00015297,0.13,1595504,50497653,10430077670,388441532,763382440,55613174136440,1.98861e-05,15180.699540083999,1105929142.1946595,44382,76801,73901
38557,54026,22112,0.00018467,0.03,384695,35840441,2083080482,1194622912,852572384,46061075617984,5.5401e-06,4723.3362645984,255182965.03119317,44877,19868,49721
84614,4018,3725,0.00160539,0.3,545845,4491306,339979052,14967050,315187150,1266421968700,0.00048161699999999994,151799.48962155,609930349.2993878,6613,29914,14793
44485,16752,5113,0.00018467,0.3,137625,25701076,745212720,85652976,227451805,3810272637360,5.5401e-05,12601.057448805,211092914.38238135,12345,12894,11983
62792,45902,1805,0.00041097,0.3,1184551,24861976,2882278384,82853110,113339560,5202512483120,0.00012329099999999998,13973.74769196,641422966.5563478,4206,17457,19173
67996,55908,12112,0.00296184,0.05,11259707,33859293,3801520368,677157696,823567552,46044014697216,0.000148092,121963.765910784,6818750224.540112,239740,164522,758334
95682,28543,1972,0.00047003,0.23,1283700,12948869,2731051326,56286796,188684904,5385633214872,0.0001081069,20398.1400482376,582224111.3968458,5568,23495,17927
49881,6891,20796,0.00082487,0.17,283538,24362044,343729971,143305236,1037325276,7148208476916,0.00014022790000000002,145461.94507040043,1002378263.4801291,24131,66033,46137
12352,12468,17608,0.02533638,0.17,3902395,37324854,154004736,219536544,217494016,2711715391488,0.0043071846,936786.8763073536,11679858773.800085,94922,102809,356481
11199,26434,11001,0.02533638,0.13,7500968,37806953,296034366,290800434,123200199,3256674060366,0.0032937293999999997,405788.1175321506,10726603098.84487,101110,78366,438272
51832,91023,2937,0.00019487,0.13,919394,34762377,4717904136,267334551,152230584,13856484447432,2.5333100000000003e-05,3856.4726075304,351027706.1552396,7254,16514,19434
62262,12569,11875,0.00108175,0.005,846595,746346,782571078,149256875,739361250,9293031551250,5.4087500000000005e-06,3999.0201609375003,50263684.40282344,20556,3183,63086
143052,52536,2399,0.00078778,0.07,5920522,8823825,7515379872,126033864,343181748,18029396312928,5.51446e-05,18924.6202207608,994223847.9178894,54997,47971,117440
80027,15153,11376,0.00078778,0.2,955350,34478646,1212649131,172380528,910387152,13795096514256,0.000157556,143436.958120512,2173500226.4001184,35624,109140,71745
115963,36450,9188,0.00015297,0.2,646590,66987116,4226851350,334902600,1065468044,38836310203800,3.0594e-05,32596.929338136004,1188158074.3750572,31639,115555,54605
41430,11930,28171,2.088e-05,0.2,10320,67221162,494259900,336080030,1167124530,13923795642900,4.176e-06,4873.91203728,58145770.604750395,34839,4985,27315
41846,72699,6721,0.00370564,0.01,11273405,4886774,3042162354,488609979,281246966,20446373181234,3.70564e-05,10422.0000708824,757668983.1530797,115867,34504,414479
37623,1710,39221,0.00108175,0.3,69604,20122893,64335330,67067910,1475611683,2523295977930,0.000324525,478872.881425575,818872627.2377332,17875,53721,30502
111901,76334,779,0.00056263,0.23,4805928,13678481,8541850934,59464186,87170879,6654101877586,0.00012940490000000002,11280.338879907102,861073388.0588287,10459,22076,28108
79686,60914,10077,0.00296184,0.07,14377050,42971935,4853993004,613830378,802995822,48913687501308,0.0002073288,166484.16018027358,10141216133.221188,283880,193091,813244
62280,73458,2207,0.00078778,0.15,3604136,24327889,4574964240,162121806,137451960,10096946077680,0.000118167,16242.285757319998,1193125827.1612124,13601,31552,46710
22104,24818,5378,0.00182521,0.25,1001316,33370838,548577072,133471204,118875312,2950247493216,0.0004563025,54243.10205388,1346205306.7731938,7720,17757,37967
121480,16530,4479,0.00108175,0.23,2172316,17030235,2008064400,74037870,544108920,8994120447600,0.0002488025,135375.6595683,2237759652.663999,29544,84578,72429
22778,10815,19643,0.00056263,0.13,138607,27618796,246344070,212439045,447428254,4838936567010,7.31419e-05,32725.752611242606,353929014.4905887,13860,28763,26196
23703,22268,4497,0.00078778,0.15,415822,15023582,527818404,100139196,106592391,2373599362788,0.000118167,12595.703067297,280481115.9025696,4190,10299,12420
81401,45610,6643,0.00108175,0.17,4016255,51508589,3712699610,302987230,540746843,24663463509230,0.0001838975,99441.9925605925,4535549280.688624,69294,105952,159583
16040,39396,27507,0.00952101,0.001,6016511,1083671,631911840,1083665772,441212280,17381998982880,9.52101e-06,4200.7865300028,165494186.1359903,235257,11554,881754
4161,12489,19123,0.01084252,0.17,563597,40603716,51966729,238827147,79570803,993759758667,0.0018432284,146667.1639004052,1831726209.9521606,14011,18523,59470
110866,73534,17656,0.00182521,0.01,14880151,12983882,8152420444,1298316304,1957450096,143939135359264,1.82521e-05,35727.5748972016,2627191492.4908223,755860,181982,1820858
99144,97504,3991,0.00163948,0.15,15848898,58377287,9666936576,389138464,395683704,38580743874816,0.000245922,97307.327855088,9487853695.1825,158802,131483,399966
52305,19935,7537,0.00296184,0.17,3088399,25546284,1042700175,150250095,394222785,7858831218975,0.0005035128,198496.218299148,3957022111.7935157,44282,70912,127442
66190,3277,16927,0.00082282,0.15,178484,8321213,216904630,55469779,1120398130,3671544672010,0.000123423,138282.89839899002,453153058.0534902,14209,33036,28233
12228,10281,22617,0.00013363,0.23,16801,53483788,125716068,232525377,276560676,2843320309956,3.07349e-05,8500.0647207924,87389165.39446668,19699,6471,6127
144319,38023,7918,0.00860544,0.005,47222253,1505374,5487441337,301066114,1142717842,43449560506366,4.302720000000001e-05,49167.949131302405,1869512929.8195114,1234024,106462,2630790
89931,29792,8757,0.00860544,0.23,23056524,60007616,2679224352,260888544,787525767,23461967650464,0.0019792512,1558711.3193656704,46437127626.54206,486978,477102,1194768
51594,92721,20107,0.00296184,0.01,14169019,18644313,4783847274,1864341147,1037400558,96188817138318,2.96184e-05,30726.1446870672,2848958861.5295577,477089,128927,1550798
