lr,lc,rc,ld,rd,lnnz,rnnz,sp_smdm_todense,sp_smdm_multiply,sp_smdm,bz_smsm
9428,79619,3270,0.01084252,0.17,8139530,44265384,11854,35959,47813,34246
47833,52281,11377,0.00047003,0.07,1175454,41636774,10739,42560,53299,57138
110773,70145,9952,0.00013363,0.01,1038344,6981359,4524,34606,39130,10493
60033,5445,19816,0.01084252,0.1,3544630,10791564,402,111165,111567,160081
47657,37735,34926,0.02533638,0.05,45564267,65898346,26232,2443637,2469869,705458
114591,3158,7411,0.00034241,0.2,123935,4682145,116,8646,8762,13073
65896,58582,31178,0.00041097,0.01,1586481,18265074,11603,103810,115413,43071
51879,20800,7173,0.00082487,0.17,890141,25365116,1497,18396,19893,47865
82569,34669,1964,0.00160539,0.07,4595645,4767716,681,22599,23280,24767
26689,24945,10348,0.00082282,0.13,547816,33558389,7775,10804,18579,33941
69007,15791,15563,0.00047003,0.01,512212,2457758,1658,21593,23251,6432
126844,9195,7845,0.00860544,0.23,10037895,16593706,254,235619,235873,275244
97040,37392,8669,0.00031941,0.13,1159001,42140629,10131,37409,47540,82931
99035,1713,8476,0.00370564,0.01,628689,145215,38,15490,15528,3000
47609,17518,6995,0.00018467,0.15,154020,18381625,1154,9894,11048,10680
90031,42915,12382,0.00860544,5.00E-04,33249145,265703,7983,938475,946458,18425
72808,7536,17654,0.00160539,0.01,880926,1330565,1176,33094,34270,11742
108206,17348,17904,1.65E-05,0.15,30993,46592178,10593,32045,42638,7177
149626,45170,4273,0.00056263,0.01,3802617,1930446,1885,59326,61211,15209
73775,21308,10383,0.00108175,0.15,1700523,33188048,7942,37852,45794,116107
37091,39964,23441,0.00160539,0.05,2379772,46842246,12489,98055,110544,122772
64727,24398,9444,0.00041097,0.3,649017,69131561,2115,46482,48597,71921
39133,73689,1855,0.00013363,0.23,385354,31451652,1374,3181,4555,7725
145427,2617,6079,0.00370564,0.25,1410590,3978226,71,24438,24509,94940
102049,59862,757,0.00860544,0.3,52569961,13603705,337,102311,102648,105282
122009,43256,15992,0.00056263,0.001,2969398,691785,3853,137736,141589,3010
7477,74246,8160,0.00056263,0.1,312379,60586863,13941,11437,25378,8585
3304,87024,2203,0.00370564,0.13,1065607,24929437,1744,5461,7205,3806
91693,38945,5109,1.65E-05,0.2,58958,39797735,2169,19202,21371,5127
39809,16387,8566,0.00182521,0.07,1190744,9826828,439,17921,18360,33282
24576,25126,48683,8.43E-05,0.05,52051,61162927,16533,46382,62915,23141
22084,19077,47798,0.00163948,0.005,690756,4559461,5027,53955,58982,11610
131957,57529,5698,0.00296184,0.15,22484692,49174524,2278,451091,453369,284663
63427,28680,20661,0.00082487,0.05,1500565,29629834,8476,64903,73379,107419
70938,6237,4544,0.00013363,0.23,59130,6519541,111,4125,4236,4115
127148,16270,4320,0.00108175,0.2,2237850,14058140,615,26738,27353,77931
60333,88658,1913,0.00041097,0.27,2198308,45797142,1847,7878,9725,20852
58182,38661,6290,0.00019487,0.15,438343,36481471,1736,22487,24223,31320
133909,29650,11143,0.00952101,0.17,37802616,56171555,2451,1303947,1306398,816153
90314,79836,19085,0.00082185,0.03,5925899,45711071,15885,278657,294542,206115
102978,88696,1633,2.48E-05,0.25,226792,36225958,1539,3404,4943,7365
143145,6771,14880,0.00013363,0.25,129536,25192654,1025,27596,28621,39018
78441,27920,14057,0.00952101,0.13,20851937,51025114,2700,520580,523280,434655
134040,9258,2760,0.00491597,0.01,6100521,255554,61,57039,57100,12710
147930,31432,996,0.00031941,0.07,1485205,2193518,303,5399,5702,9109
