lr,lc,rc,ld,rd,lnnz,rnnz,sp_right_sm_todense,only_sp_smdm,sp_smdm,bz_smsm,bz_right_sm_todense,bz_smdm
36936,6590,2715,0.02533638,0.25,6167237,4474496,131,24347,24478,32803,61,89582
32152,41437,13492,0.00056263,0.01,749593,5590941,3655,23815,27470,9099,3663,68031
80562,96020,7597,0.00082487,0.05,6380934,36477889,11011,109329,120340,115349,3550,307109
51851,42871,2236,0.00370564,0.27,8237471,25889428,1028,29105,30133,46592,255,99441
102293,92149,15717,0.00031941,0.03,3010847,43449860,15523,139045,154568,117930,6836,171160
39842,1425,32746,0.01084252,0.3,615624,13999723,505,35894,36399,152135,111,115957
23399,92273,11825,0.00491597,0.05,10614466,54558606,16977,207179,224156,95641,3155,697282
7929,9555,22561,0.00296184,0.15,224421,32336795,1514,8424,9938,18920,7350,29925
62222,59948,419,0.00952101,0.03,35514661,754069,68,23282,23350,5833,55,80045
42429,42459,21720,0.00163948,0.005,2953623,4611198,5602,100520,106122,25055,4768,359834
74122,41736,4434,0.00182521,0.07,5646540,12956914,5082,49504,54586,51100,1380,148751
118723,60359,1978,0.00034241,0.25,2453753,29854532,1263,21604,22867,33824,633,43430
5211,22027,8867,0.02533638,0.13,2908344,25393712,1943,30528,32471,26308,1002,135179
38096,79519,12287,0.00296184,0.0005,8972688,488551,5520,177918,183438,3692,5653,599939
149249,28237,4499,1.65e-05,0.25,69581,31763777,1320,17961,19281,5847,451,16301
146971,24597,2151,0.00108175,0.23,3910608,12169905,558,32406,32964,54953,1111,70740
82834,27528,11551,0.00370564,0.07,8450081,22259394,7439,201286,208725,169476,1590,565542
70521,19135,12614,0.00370564,0.2,5000685,48278074,11667,113380,125047,222126,1269,349495
98800,40382,2182,0.00370564,0.23,14784635,20269144,355,79983,80338,78570,215,200090
5814,74342,3779,0.00160539,0.15,693896,42147719,2044,6581,8625,5512,1447,17948
137649,41214,3684,0.00952101,0.3,54014637,45552213,1558,635772,637330,566427,790,1377951
96243,11699,14317,0.00034241,0.27,385553,45227519,1851,31069,32920,106502,621,49152
83857,28676,21086,2.48e-05,0.05,59708,30233289,8452,32031,40483,4931,8401,36929
50174,13136,4728,0.00108175,0.27,713000,16771400,233,9687,9920,30232,141,20122
102673,87802,1960,0.00015297,0.15,1379024,25825028,1707,15328,17035,22402,6407,21386
106716,6058,15324,0.00019487,0.17,125985,15782445,851,18437,19288,23662,844,33521
75942,25749,14748,0.00296184,0.1,5791819,37977426,10246,163919,174165,203671,1896,467906
120984,19029,15410,0.00491597,0.17,11317650,49853150,2077,558283,560360,493935,1506,1216149
57166,65266,21849,0.00952101,0.001,35522954,1426006,12181,1227013,1239194,48914,11069,4016406
31416,31011,14088,0.00182521,0.13,1778248,56798857,3154,61996,65150,76516,956,137527
53856,28318,20410,0.00015297,0.07,233303,40459631,10294,34614,44908,31084,1539,41189
29658,13200,25169,0.00015297,0.17,59889,56482074,2310,35322,37632,28430,667,25855
17115,6034,26182,0.00952101,0.13,983418,20540809,1382,36690,38072,67057,318,135060
101444,16282,11489,0.00182521,0.01,3014850,1870724,1772,89134,90906,25286,829,226179
105402,14956,1559,0.00056263,0.23,886957,5363109,249,5159,5408,18145,322,11942
140088,93435,867,0.00108175,0.23,14159292,18648147,822,46808,47630,43520,423,92330
131798,21787,10199,0.00015297,0.23,439258,51108506,1775,32713,34488,79621,902,53048
34601,31225,3279,0.00860544,0.25,9297808,25597661,987,45269,46256,55857,528,156713
113349,51649,8420,0.00296184,0.1,17340073,43493487,13920,447731,461651,276452,2156,966861
52223,73235,2648,8.43e-05,0.2,322375,38790803,1982,4320,6302,10907,533,9453
142586,4318,12859,0.00019487,0.23,119994,12772463,194,18603,18797,24670,729,32506
79078,16351,11937,0.00056263,0.17,727491,33182887,1883,32763,34646,98633,431,58787
17421,3158,39206,0.02533638,0.15,1394308,18576760,1097,68101,69198,110472,399,278989
39883,47133,23406,0.00108175,0.001,2033552,1103223,5554,74286,79840,3267,5646,269512
72801,50658,5087,0.00952101,0.1,35113312,25772572,1535,305298,306833,188873,487,925619
133475,98824,8825,0.00013363,0.05,1762667,43609990,12158,62726,74884,67538,4187,144204
120986,60571,3701,0.00015297,0.23,1121006,51573176,1908,32465,34373,56019,472,34830
133870,85107,6374,0.00108175,0.001,12324834,542527,4356,275225,279581,8386,4190,575152
149508,3241,14350,0.00108175,0.13,524280,6047541,189,30752,30941,65324,110,70935
30363,73196,24908,0.00047003,0.005,1044622,9116093,9695,62144,71839,11843,9466,171142
75134,12373,2399,0.00056263,0.13,523066,3859369,184,4234,4418,11660,72,10097
46498,92174,22576,0.00056263,0.01,2411438,20810150,13401,108724,122125,46109,12192,326058
47833,52281,11377,0.00047003,0.07,1175454,41636774,10739,42560,53299,57138,2164,100447
108906,15711,17154,0.01084252,0.15,18552295,40427531,1894,844903,846797,676572,1371,2024098
14207,68075,5440,0.00019487,0.1,188471,37033719,8702,6835,15537,6235,8612,11087
110908,9919,2423,0.00034241,0.17,376693,4086753,88,4567,4655,12555,61,9649
1848,64745,16631,0.00056263,0.05,67333,53840833,15047,12493,27540,4246,14432,19803
80589,17498,3604,0.00082487,0.1,1163260,6306695,524,10013,10537,25353,328,29122
114591,3158,7411,0.00034241,0.2,123935,4682145,116,8646,8762,13073,118,15212
147238,54911,7528,0.00296184,0.005,23946767,2067108,6237,676385,682622,69058,1791,1307578
69007,15791,15563,0.00047003,0.01,512212,2457758,1658,21593,23251,6432,1751,57888
97040,37392,8669,0.00031941,0.13,1159001,42140629,10131,37409,47540,82931,1620,74126
15716,2209,30840,0.00491597,0.23,170693,15671446,232,12087,12319,49719,153,31245
90031,42915,12382,0.00860544,0.0005,33249145,265703,7983,938475,946458,18425,7889,2415754
29071,47644,32600,0.00019487,0.005,269912,7766110,8156,42208,50364,3136,8093,63568
15945,4543,23783,0.01084252,0.17,785460,18368965,1081,27496,28577,54377,1350,106741
57185,54797,7778,8.43e-05,0.05,264131,21313253,5855,18117,23972,8250,5508,28520
42134,16316,15230,0.00078778,0.2,541575,49701570,11101,25530,36631,73870,1001,52831
37091,39964,23441,0.00160539,0.05,2379772,46842246,12489,98055,110544,122772,4469,326827
94025,48230,6778,0.00082185,0.17,3727057,55580602,2365,85333,87698,118636,1457,164722
64727,24398,9444,0.00041097,0.3,649017,69131561,2115,46482,48597,71921,1144,41937
61415,6437,15333,0.00860544,0.25,3402262,24677007,983,89064,90047,181503,283,283926
145427,2617,6079,0.00370564,0.25,1410590,3978226,71,24438,24509,94940,46,63564
102049,59862,757,0.00860544,0.3,52569961,13603705,337,102311,102648,105282,249,238673
129561,4065,5094,0.00013363,0.2,70381,4141777,147,6645,6792,4661,67,9750
91693,38945,5109,1.65e-05,0.2,58958,39797735,2169,19202,21371,5127,1038,21956
22084,19077,47798,0.00163948,0.005,690756,4559461,5027,53955,58982,11610,4671,192023
104640,11798,5374,0.00082282,0.01,1015889,634117,118,14449,14567,3600,138,40014
117448,25664,11411,1.65e-05,0.23,49765,67357941,2403,38105,40508,10190,594,31805
140433,42083,8565,0.00860544,0.13,50857044,46859173,2469,1424733,1427202,687641,1547,2999027
108087,12610,3734,0.00041097,0.3,560157,14129721,247,9354,9601,35120,813,22541
138847,26064,5323,0.00078778,0.03,2850930,4162554,1137,46113,47250,34498,405,116383
100883,19361,2857,0.00041097,0.27,802715,14939784,600,8761,9361,33885,128,17456
19752,5998,36986,0.00031941,0.13,37848,28844166,6563,14359,20922,17687,433,21553
88263,89988,2534,0.00078778,0.23,6257109,52448941,1801,58639,60440,59596,1186,111238
127492,67894,8994,0.00019487,0.07,1686812,42746615,10729,58923,69652,86096,2869,148601
58500,72396,2366,0.00491597,0.3,20820430,51394195,2051,77516,79567,113845,414,259288
134040,9258,2760,0.00491597,0.01,6100521,255554,61,57039,57100,12710,315,121570
